index,id,url,#reviewers,#messages,#inline_comments,#unsolved_inline_comments,len_messages,churn,#revisions,#files,duration,len_description,subject categories,subject keywords,description categories,description keywords,subject,description
44747,qt%2Fqtmqtt~5.10~I273d235431b2f4d6e2834b2a9c6934a23daf3962,https://codereview.qt-project.org/211187,5,22,5,0,7714,109,5,2,49.7711111111111,226,refactoring/,refactor|,refactoring/,refactor|,Refactor QMqttMessage,"Refactor QMqttMessage  As the class is exported now, move the data members to a private class. Furthermore payload should just return a const-ref in case no copy is needed.  Change-Id: I273d235431b2f4d6e2834b2a9c6934a23daf3962"
44927,qt%2Fqtmqtt~5.10~Idd3cbe9eaa53afd179691890f602354e4e26e9f1,https://codereview.qt-project.org/211134,4,5,0,0,795,14,2,1,22.2722222222222,171,refactoring/,refactor|,refactoring/,refactor|,Refactor version check,Refactor version check  Furthermore avoid qFatal and allow the user to gracefully handle an invalid protocol version.  Change-Id: Idd3cbe9eaa53afd179691890f602354e4e26e9f1
45448,qt%2Fqtdeclarative~wip%2Fnew-backend~I3d0eb49f7bfd7adb9ddabb213422087c66e5a520,https://codereview.qt-project.org/208956,3,36,0,0,93935,232,6,10,450.613055555556,397,refactoring/,refactor|,refactoring/,refactor|,Refactor Call/Construct instructions,Refactor Call/Construct instructions  Give them a pointer to argc and argv instead of a pointer to a full callData. Like this we can construct the callData at the end of the JS stack and avoid the need to create an additional copy in VME::exec().  This also opens up the option of completely avoiding all copies for calls into runtime methods.  Change-Id: I3d0eb49f7bfd7adb9ddabb213422087c66e5a520
45696,qt3dstudio%2Fqt3dstudio~master~I6a8ffc6a596d65e39c1fde21b4157c86a91581d0,https://codereview.qt-project.org/209903,9,9,15,0,842,3313,3,45,66.9930555555556,319,refactoring/,refactor|,refactoring/,refactor|,Refactor .pro file structure,"Refactor .pro file structure  Moved various .pro files under their respective subdirectories, so they don't all build their object files into same directory, potentially causing conflicts.  Also fixes the issue with missing Qt3DStudio target.  Task-number: QT3DS-294 Change-Id: I6a8ffc6a596d65e39c1fde21b4157c86a91581d0"
45818,qt3dstudio%2Fqt3d-runtime~master~Id3b3b2e18bc7b69c7221b9b6a4c838e67d57591d,https://codereview.qt-project.org/209472,4,32,29,0,5781,369,6,8,184.533055555556,300,refactoring/,refactor|,refactoring/,refactor|,Refactor UIP parsing,"Refactor UIP parsing  Objective is to refactor UIP serialization into the Q3DSUipDocument. Q3DSUipParser is now just a way to create Q3DSPresentation objects from UIP files, and does not maintain any ownership of the Q3DSPresentations it creates.  Change-Id: Id3b3b2e18bc7b69c7221b9b6a4c838e67d57591d"
45829,qt3dstudio%2Fqt3dstudio~master~I41b0397fb3db83fa3e4f92e2a2eb9d824aa121f9,https://codereview.qt-project.org/209584,5,15,0,0,7157,57,2,5,156.539166666667,148,refactoring/,refactor|,refactoring/,refactor|,Remove and refactor file path code for detecting if a file is in subdir,Remove and refactor file path code for detecting if a file is in subdir  Task-number: QT3DS-221 Change-Id: I41b0397fb3db83fa3e4f92e2a2eb9d824aa121f9
45990,qt%2Fqtopcua~dev~I420c1c4816e9b0e636c4de15b851e133294316d3,https://codereview.qt-project.org/209526,6,9,0,0,776,32,3,10,23.6502777777778,230,refactoring/,refactor|,refactoring/,refactor|,Refactor childIds to childrenIds,Refactor childIds to childrenIds  Refactored childIds to childrenIds to make it clear that a list of id`s of children will be returned and not a list of id`s of a single child.  Change-Id: I420c1c4816e9b0e636c4de15b851e133294316d3
46109,qt%2Fqtbase~5.9~I77e813158df5f563d04931ac4e296e3fc2a16e67,https://codereview.qt-project.org/208159,5,26,3,0,57219,14,4,1,336.403333333333,695,refactoring/,refactor|,refactoring/,refactor|,Refactor childIdListForAccessibleObject,"Refactor childIdListForAccessibleObject  It has several problems:  1. It could potentially create an intArray with uninitialized elements. 	This could happen because the index for getting interfaces were the 	same as the storage index.  This was not correct, because they could 	diverge if iface->child() returned an invalid interface.  2. The number of accessible child elements could change while iterating. 	This could cause out-of-bounds condition when calling 	SetIntArrayRegion as described in QTBUG-45855. 	Instead now, we call SetIntArrayRegion only once, after we have 	gathered all the child interface ids.  Task-number: QTBUG-45855 Change-Id: I77e813158df5f563d04931ac4e296e3fc2a16e67"
46587,qt%2Fqtmqtt~5.10~Ica1b703845e93e923fd1af4e3fb6ffb95de8390d,https://codereview.qt-project.org/208516,5,15,18,0,888,132,4,5,45.22,322,refactoring/,refactor|,refactoring/,refactor|,Refactor state and error handling,"Refactor state and error handling  Rename State to ClientState to avoid clashing names with other state management.  Introduce ClientError to provide further information on occurring errors. Error values 1-5 are from the standard, followed by Qt specific error values.  Change-Id: Ica1b703845e93e923fd1af4e3fb6ffb95de8390d"
46940,qt-creator%2Fqt-creator~4.5~Idef545e3b3a8e33e920be52b26094fb8046afcd3,https://codereview.qt-project.org/206625,4,18,34,0,487,1090,6,14,380.865833333333,274,refactoring/,refactor|,refactoring/,refactor|,Android: Refactor Android SDK packages,Android: Refactor Android SDK packages  Introduce a hierarchy for Android SDK packages and refactor the code accordingly. This is ground work for sdk management and automatic android setup  Task-number: QTCREATORBUG-18978 Change-Id: Idef545e3b3a8e33e920be52b26094fb8046afcd3
46963,qt%2Fqtbase~6.1~I0105523afd95995923bd20fc963d245bbb15d34d,https://codereview.qt-project.org/341052,3,6,0,0,741,316,2,6,3.51388888888889,916,refactoring/,refactor|,refactoring/,refactor|,Refactor qt_internal_add_plugin() and qt6_add_plugin(),Refactor qt_internal_add_plugin() and qt6_add_plugin()  Remove code duplication by calling qt6_add_plugin() from qt_internal_add_plugin().  Separate out the public and internal arguments for the variables defined in QtBuild.cmake for these functions. Provide them via commands instead for greater robustness. This separation allows other Qt repos to access the appropriate set of keywords where they define commands that forward on to *_add_plugin() in their implementations. Retain the old variables for now to simplify the integration steps for updating other repos. The old variables can be removed once there are no more references left to them in any repo.  Task-number: QTBUG-88763 Change-Id: I0105523afd95995923bd20fc963d245bbb15d34d Reviewed-by: Qt CI Bot <qt_ci_bot@qt-project.org> Reviewed-by: Alexandru Croitor <alexandru.croitor@qt.io> (cherry picked from commit aa4a1006cbccbc180c600f9b4dc9e882bb5ed5ca)
47302,qt-creator%2Fqt-creator~4.15~I67797e911c320d77b8d6a2eba75de69546b30546,https://codereview.qt-project.org/338099,7,60,176,20,5889,1357,17,20,388.593333333333,112,refactoring/,refactor|,refactoring/,refactor|,Refactor AnnotationEditors to support different views,WIP: Refactor AnnotationEditors to support different views  Change-Id: I67797e911c320d77b8d6a2eba75de69546b30546
47882,qt%2Fqtbase~5.10~I4facec827409314cf1214152c19efb9688715eb2,https://codereview.qt-project.org/204747,9,25,6,0,32481,91,6,1,652.590555555556,156,refactoring/,refactor|,refactoring/,refactor|,QMacStyle: Refactor QMacStylePrivate::cocoaControl(),QMacStyle: Refactor QMacStylePrivate::cocoaControl()  That switch following the if looked a bit corny.  Change-Id: I4facec827409314cf1214152c19efb9688715eb2
48453,qt%2Fqtbase~5.10~Ie05c6480d8a44fda817ffffd14d9ad4707aa8a92,https://codereview.qt-project.org/203819,5,31,2,0,111475,108,4,4,662.756944444444,394,refactoring/,refactor|,refactoring/,refactor|,Refactor QNetworkAddress not to keep a full QHostAddress,"Refactor QNetworkAddress not to keep a full QHostAddress  QHostAddressPrivate is one QString and 24 bytes, allocated on the heap, which is WAY too heavy for something that fits into 8 bits. So instead of storing the expanded netmask inside QNetworkAddressEntryPrivate, we store the simple prefix length and calculate the mask only if asked.  Change-Id: Ie05c6480d8a44fda817ffffd14d9ad4707aa8a92"
48651,qt%2Fqtwebengine~5.9~Ie464f038d4fa778b1f64e95eca58e86e29184c1e,https://codereview.qt-project.org/205945,3,4,0,0,419,139,2,2,34.5447222222222,163,refactoring/,refactor|,refactoring/,refactor|,Refactor tst_qquickwebengineview auto test,Refactor tst_qquickwebengineview auto test  Pass JavaScript result via callback instead of using console.log.  Change-Id: Ie464f038d4fa778b1f64e95eca58e86e29184c1e
48817,qt-creator%2Fqt-creator~master~Ie6ccc987ef959c5295a4d3225aac0dbad144f91d,https://codereview.qt-project.org/205705,5,3,0,0,96,84,2,2,89.0769444444445,278,refactoring/,refactor|,refactoring/,refactor|,CppEditor: Refactor CppEditorWidget::contextMenuEvent,CppEditor: Refactor CppEditorWidget::contextMenuEvent  No behavior change.  * Extract some functions * Add some clarifying comments here and there * Add QTC_CHECK() * Remove QLatin1String * foreach -> for * Const-correctness  Change-Id: Ie6ccc987ef959c5295a4d3225aac0dbad144f91d
48920,qt-creator%2Fqt-creator~master~I5802f62523ff3ee47b8a14e487adf43edcb6c9b1,https://codereview.qt-project.org/201671,4,47,13,0,2655,202,18,9,1031.45611111111,169,refactoring/,refactor|,refactoring/,refactor|,CppEditor: refactor FollowSymbol,CppEditor: refactor FollowSymbol  Create an interface to get the ability to use another FollowSymbol implementation  Change-Id: I5802f62523ff3ee47b8a14e487adf43edcb6c9b1
48925,qt%2Fqtivi~5.10~Ib012265ef405d4a4e20ed43d611caa0163a40446,https://codereview.qt-project.org/204333,4,18,0,0,26567,217,6,10,334.990277777778,424,refactoring/,refactor|,refactoring/,refactor|,Refactor the control_panel interface class,"Refactor the control_panel interface class  The class now works more like the QtIvi public API and uses one object per zone accessible using the zoneAt property.  This also intruces two new special controls for Enums and Flags, which makes the generate.py part a little bit easier and make the controls work in both directions (backend values and update of user values).  Change-Id: Ib012265ef405d4a4e20ed43d611caa0163a40446"
49208,qt%2Fqtdeclarative~5.10~I03b556295b75f919c2c22f8f8884b1d54d6654c0,https://codereview.qt-project.org/203928,3,13,0,0,3541,30,5,2,314.391666666667,156,refactoring/,refactor|,refactoring/,refactor|,refactor sendFilteredMouseEvent to match sendFilteredPointerEvent,refactor sendFilteredMouseEvent to match sendFilteredPointerEvent  and eliminate more temporary QSets.  Change-Id: I03b556295b75f919c2c22f8f8884b1d54d6654c0
49213,qt%2Fqtwebengine~5.10~I122b2101789e91186a3bffa9a07eed43b7340418,https://codereview.qt-project.org/204480,4,5,0,0,627,737,2,9,167.750833333333,224,refactoring/,refactor|,refactoring/,refactor|,Refactor URLRequestCustomJob,Refactor URLRequestCustomJob  Move URLRequestCustomJobShared to separate file and rename class to URLRequestCustomJobProxy. This commit is a groundwork for following one.  Change-Id: I122b2101789e91186a3bffa9a07eed43b7340418
49943,pyside%2Fpyside-setup~5.9~Iccafc6a9c648dc32db0445ab1dd43f91bfd5c146,https://codereview.qt-project.org/203938,4,3,0,0,96,44,2,1,0.949444444444444,150,refactoring/,refactor|,refactoring/,refactor|,Refactor ShibokenGenerator::initPrimitiveTypesCorrespondences(),Refactor ShibokenGenerator::initPrimitiveTypesCorrespondences()  Introduce arrays for the types.  Change-Id: Iccafc6a9c648dc32db0445ab1dd43f91bfd5c146
49944,pyside%2Fpyside-setup~5.9~If9036d6251f5cc8d83ae13c8b5c3f731a6738657,https://codereview.qt-project.org/203937,4,3,0,0,96,31,2,1,0.9475,206,refactoring/,refactor|,refactoring/,refactor|,Refactor TypeEntry::isCppPrimitive(),Refactor TypeEntry::isCppPrimitive()  Introduce a helper function returning a sorted string vector to avoid converting each type string to a QByteArray.  Change-Id: If9036d6251f5cc8d83ae13c8b5c3f731a6738657
50910,qt%2Fqtdeclarative~wip%2Fnew-backend~If161e3e941f59865c47ecfe1e094faf62b52bfa0,https://codereview.qt-project.org/202041,3,5,0,0,201,553,3,30,41.6230555555556,567,refactoring/,refactor|,refactoring/,refactor|,Refactor context handling,"Refactor context handling  Fix the push/pop context instructions to not modify the JS stack anymore, as that can cause conflicts with the VME (and was an ugly hack in any case). Instead, these instructions not return the old context, that is then stored in a temporary.  Get rid of Engine::current and Engine::currentContext. The StackFrame structures do now contain the only and authoritive data. This finally gives us a nice setup where we create and destroy frames on the stack when entering/leaving functions.  Change-Id: If161e3e941f59865c47ecfe1e094faf62b52bfa0"
51638,qt%2Fqtbase~5.9~I14de57ce7a1df2d834d5a7565c804dead1d89088,https://codereview.qt-project.org/198720,6,35,14,0,26787,411,9,1,748.48,326,refactoring/,refactor|,refactoring/,refactor|,Refactor tst_qdir::entryList(),"Refactor tst_qdir::entryList()  Split the test in 2 tests; one that require the symlinks and test files created and one that does not need them.  In the test with test files, verify each step and the deletion of the files.  Task-number: QTBUG-58654 Task-number: QTBUG-50835 Change-Id: I14de57ce7a1df2d834d5a7565c804dead1d89088"
51674,qt%2Fqtknx~dev~Ia0eae99ef92d639af992c1c93219ccaa33d23699,https://codereview.qt-project.org/200919,3,9,5,0,1673,2016,4,6,42.5180555555556,106,refactoring/,refactor|,refactoring/,refactor|,Refactor Interface object types and properties,WIP: Refactor Interface object types and properties.  Change-Id: Ia0eae99ef92d639af992c1c93219ccaa33d23699
51762,qbs%2Fqbs~master~I3b89ebfdaea052750868e1b91d58e3e592d81c54,https://codereview.qt-project.org/200942,3,4,0,0,130,39,2,5,1.05416666666667,195,refactoring/,refactor|,refactoring/,refactor|,Refactor SetupProjectParameters to take a qbs::Profile object,Refactor SetupProjectParameters to take a qbs::Profile object  ... rather than a profile name. We will make use of this in a follow-up patch.  Change-Id: I3b89ebfdaea052750868e1b91d58e3e592d81c54
51823,qt%2Fqtopcua~dev~I85b10a277b21548f4b8176739234ed3be24ad1fe,https://codereview.qt-project.org/200799,5,7,0,0,834,171,3,8,19.5655555555556,241,refactoring/,refactor|,refactoring/,refactor|,Refactor state and error handling,"Refactor state and error handling  Cleans up the private implementation, also Q_DECLARE_PUBLIC does not need to be public anymore. Emitting signals is now handled centrally by the client.  Change-Id: I85b10a277b21548f4b8176739234ed3be24ad1fe"
51909,qt-creator%2Fqt-creator~master~Id863a5004cb903cbc2929745e818e5810ff70dd2,https://codereview.qt-project.org/169708,3,13,4,0,463,174,6,10,7882.395,104,refactoring/,refactor|,refactoring/,refactor|,ModelEditor: Refactor relationables into common parent class,WIP: Refactor relationals into common parent class  Change-Id: Id863a5004cb903cbc2929745e818e5810ff70dd2
53256,qt%2Fqtdeclarative~dev~Ibb24b0a55dd94e03fea3104e8af5ddb266004300,https://codereview.qt-project.org/199337,3,17,0,0,5272,281,5,7,27.3397222222222,109,refactoring/,refactor|,refactoring/,refactor|,Refactor le integer types from qjson_p.h to qendian_p.h,Refactor le integer types from qjson_p.h to qendian_p.h  Change-Id: Ibb24b0a55dd94e03fea3104e8af5ddb266004300
